Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Khael,Lee Sangmin,이상민,카엘,1/18/02,Mirae,South Korea,,178,58,,,,M,,,
Siyoung,Park Siyoung,박시영,시영,5/6/03,Mirae,South Korea,,172,55,,,,M,,,
Yubin,Jang Yubin,장유빈,유빈,6/10/04,Mirae,South Korea,,0,0,,,,M,,,
Juhan,Hong Seunghyun,홍승현,주한,6/21/01,BLITZERS,South Korea,,0,0,,,,M,,,
Jinhwa,Choi Jinhwa,최진화,진화,1/15/02,BLITZERS,South Korea,,180,64,,,,M,,,
Sya,Lee Junyoung,이준영,샤,9/9/02,BLITZERS,South Korea,,0,0,,,,M,,,
Lutan,Choi Gyeongseok,최경석,루탄,12/6/03,BLITZERS,South Korea,,0,0,,,,M,,,
Wooju,Cho Wooju,조우주,우주,1/21/04,BLITZERS,South Korea,,0,0,,,,M,,,
Go_U,Jang Junho,고유,장준호,6/15/01,BLITZERS,South Korea,,0,0,,,,M,,,
Chris,Han Chris,한 크리스,크리스,11/19/02,BLITZERS,South Korea,,0,0,,,,M,,,
Mayna,Shaoxi Mengna,,메이나,5/12/00,HOT ISSUE,China,Romania,170,47,,,,F,,,
Nahyun,Kang Nahyun,강나현,나현,1/25/02,HOT ISSUE,South Korea,,0,0,,,,F,,,
Hyeongshin,Kim Hyungshin,김형신,형신,5/3/02,HOT ISSUE,South Korea,,0,0,,,,F,,,
Dana,Jang Dana,장다나,다나,12/25/03,HOT ISSUE,South Korea,,0,0,,,,F,,,
Yewon,Park Yewon,박예원,예원,1/11/04,HOT ISSUE,South Korea,,0,0,,,,F,,,
Yebin,Kim Yebin,김예빈,예빈,11/1/04,HOT ISSUE,South Korea,,0,0,,,,F,,,
Dain,Jung Dain,정다인,다인,12/15/04,HOT ISSUE,South Korea,,0,0,,,,F,,,
Momoka,Matsuda Momoka,마쓰다 모모카,모모카,12/26/00,Pink Fantasy,Japan,,152,0,,,,F,,,
Miku,Katae Miku,카타에 미쿠,미쿠,10/9/02,Pink Fantasy,Japan,,0,0,,,,F,,,
Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,6/23/94,Tiny-G,Thailand,,150,42,,,,F,,,
Dohee,Min Dohee,민도희,도희,9/25/94,Tiny-G,South Korea,,152,39,,,,F,,,
J.Min,Shin Minjung,신민정,제이민,11/20/94,Tiny-G,South Korea,,155,0,,,,F,,,
Myungji,Kim Myungji,김명지,명지,10/9/97,Tiny-G,South Korea,,164,0,,,,F,,,
Andy,Lui Chunyeung,루이쯔양,앤디,10/6/94,7 O'clock,Hong Kong,,0,0,,,,M,,,
Hangyeom,Song Hangyeom,송한겸,한겸,7/17/96,OMEGA X,South Korea,,0,0,,,7 O'clock,M,,,
Hyun,Park Sunghyun,박성현,성현,8/25/97,7 O'clock,South Korea,,176,58,Suwon,,,M,,,
2Soul,Kim Younghoon,김영훈,이솔,9/10/97,7 O'clock,South Korea,,172,55,,,,M,,,
Jeonggyu,Lim Jeonggyu,임정규,정규,11/5/97,7 O'clock,South Korea,,181,62,,,,M,,,
Taeyoung,Kim Taeyoung,김태영,태영,6/18/99,7 O'clock,South Korea,,0,0,,,,M,,,
Rui,Jang Rui,장루이,루이,3/7/00,7 O'clock,South Korea,,178,63,Seoul,,,M,,,
Geonu,Lee Geonwoo,이건우,건우,2/2/01,JUST B,South Korea,,176,0,,,,M,,,
Bain,Song Byeonghee,송병희,배인,5/4/01,JUST B,South Korea,,0,0,,,,M,,,
Lim Jimin,Lim Jimin,임지민,임지민,5/22/01,JUST B,South Korea,,178,59,,,,M,,,
JM,Chu Jimin,추지민,지민,10/11/01,JUST B,South Korea,,173,0,,,,M,,,
Sangwoo,Kim Sangwoo,김상우,상우,9/3/02,JUST B,South Korea,,0,0,,,,M,,,
E.Ji,Choi Jiwon,최지원,이지,11/8/00,ICHILLIN',South Korea,,0,0,,,,F,,,
Jackie,Kang Chaeyeon,강채연,재키,11/17/01,ICHILLIN',South Korea,USA,0,0,Los Angeles,,,F,,,
Joonie,Park Junhee,박준희,주니,5/24/02,ICHILLIN',South Korea,,0,0,,,,F,,,
Chaerin,Park Chaerin,박채린,채린,3/31/03,ICHILLIN',South Korea,,0,0,,,,F,,,
Sohee,Uhm Sohee,음소희,소희,1/1/04,ICHILLIN',South Korea,,0,0,,,,F,,,
Yeju,Kim Yeju,김예주,예주,2/1/04,ICHILLIN',South Korea,,0,0,,,,F,,,
Chowon,Kim Chowon,김초원,초원,8/18/05,ICHILLIN',South Korea,,0,0,,,,F,,,
Steven,Kim Steven,킴 스티븐,스티븐,1/17/00,Luminous,South Korea,Australia,176,57,Sydney,,,M,,,
Suil,Ma Suil,마수일,수일,3/30/99,Luminous,South Korea,,170,50,Gwangju,,,M,,,
Youngbin,Jeong Youngbin,정영빈,영빈,10/5/98,Luminous,South Korea,,172,55,Seongju,,,M,,,
Woobin,Jeong Woobin,정우빈,우빈,4/1/00,Luminous,South Korea,,0,0,Busan,,,M,,,
Eunchae,Son Eunchae,손은채,은채,10/6/99,bugAboo,South Korea,,154,38,Pohang,,,F,,,
Yoona,Ogura Yuuna,오구라 유우나,유우나,10/13/00,bugAboo,Japan,,0,0,Sapporo,,,F,,,
Rainie,Chu Chingyu,주칭위,레이니,11/16/00,bugAboo,Taiwan,,0,0,,,,F,,,
Cyan,Lee Chaeeun,이채은,시안,4/4/01,bugAboo,South Korea,,0,0,Sanbon,,,F,,,
Choyeon,Kim Choyeon,김초연,초연,8/1/01,bugAboo,South Korea,,164,44,,,,F,,,
Zin,Jin Hyunbin,진현빈,지인,8/31/01,bugAboo,South Korea,,0,0,,,,F,,,
Moon Sua,Moon Sua,문수아,문수아,9/9/99,Billlie,South Korea,,167,47,Cheongju,,,F,,,
Suhyeon,Kim Suhyun,김수현,수현,1/15/00,Billlie,South Korea,,161,45,Daegu,,,F,,,
Haram,Kim Haram,김하람,하람,1/13/01,Billlie,South Korea,,161,45,,,,F,,,
Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,9/21/02,Billlie,Japan,,0,0,,,,F,,,
Siyoon,Kim Siyoon,김시윤,시윤,2/16/05,Billlie,South Korea,,168,0,,,,F,,,
Haruna,Osato Haruna,오사토 하루나,하루나,1/30/06,Billlie,Japan,,0,0,,,,F,,,
Wish,Kwak Dawit,곽다윗,위시,6/11/02,EPEX,South Korea,,184,69,,,,M,,,
Keum,Keum Donghyun,금동현,금,5/14/03,EPEX,South Korea,,176,57,Okcheon,,,M,,,
Mu,Suh Kyungmin,서경민,뮤,9/14/03,EPEX,South Korea,,184,63,,,,M,,,
A-min,Cho Minwoo,조민우,아민,5/22/04,EPEX,South Korea,,175,54,Namyangju,,,M,,,
Baek Seung,Kim Hyunwoo,김현우,백승,10/5/04,EPEX,South Korea,,186,64,Seoul,,,M,,,
Ayden,Kwon Yejun,권예준,에이든,1/24/05,EPEX,South Korea,,174,55,,,,M,,,
Yewang,Seo Yewang,서예왕,예왕,3/12/05,EPEX,South Korea,,180,64,,,,M,,,
Jeff,Lee Jaeho,이재호,제프,4/21/05,EPEX,South Korea,,179,61,,,,M,,,
Youngheun,Go Youngheun,고영흔,영흔,11/20/94,Blackswan,South Korea,,0,0,,,,F,,,
Fatou,Fatou Samba,파투 삼바,파투,3/23/95,Blackswan,Belgium,Senegal,173,0,Yoff,,,F,,,
Judy,Kim Dahye,김다혜,주디,5/16/95,Blackswan,South Korea,,0,0,,,,F,,,
Leia,Larissa Kartes,라리사 카르치스,레아,5/14/01,Blackswan,Brazil,Japan,0,0,Curitiba,,,F,,,
Lee Jin,Shim Yerin,심예린,이진,3/12/01,Hi-L,South Korea,,0,0,,,,F,,,
Soojung,Hwang Soojung,황수정,수정,5/10/01,Hi-L,South Korea,,169,47,Yongin,,,F,,,
Dakyung,Jung Dakyung,정다경,다경,7/23/01,Hi-L,South Korea,,0,0,,,,F,,,
JooA,Lee Juhyun,이주현,주아,3/4/02,Hi-L,South Korea,,173,0,,,,F,,,
Hayun,Choi Hayun,최하윤,하윤,1/16/04,Hi-L,South Korea,,0,0,Seoul,,,F,,,
Yeseul,Kim Yeseul,김예슬,예슬,3/24/04,Hi-L,South Korea,,0,0,,,,F,,,
Sullyoon,Seol Yoona,설윤아,설윤,1/26/04,NMIXX,South Korea,,0,0,,,,F,,,
Jinni,Choi Yujin,최윤진,지니,4/16/04,NMIXX,South Korea,,0,0,,,,F,,,
Bae,Bae Jinsol,배진솔,배이,12/28/04,NMIXX,South Korea,,0,0,,,,F,,,
Jiwoo,Kim Jiwoo,김지우,지우,4/13/05,NMIXX,South Korea,,0,0,,,,F,,,
Kyujin,Jang Kyujin,장규진,규진,5/26/06,NMIXX,South Korea,,0,0,,,,F,,,
Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,12/16/99,Kep1er,Japan,,157,0,,,,F,,,
Hikaru,Ezaki Hikaru,에자키 히카루,히카루,3/12/04,Kep1er,Japan,,155,0,,,,F,,,
Youngeun,Seo Youngeun,서영은,영은,12/27/04,Kep1er,South Korea,,159,0,,,,F,,,
Dayeon,Kim Dayeon,김다연,다연,3/2/03,Kep1er,South Korea,,158,0,,,,F,,,
Chaehyun,Kim Chaehyun,김채현,채현,4/26/02,Kep1er,South Korea,,160,0,,,,F,,,
Bahiyyih,Huening Bahiyyih,휴닝바히에,바히에,7/27/04,Kep1er,USA,South Korea,166,0,,,,F,,,
XiaoTing,Shen Xiao Ting,션샤오팅,샤오팅,11/12/99,Kep1er,China,,168,0,,,,F,,,
Sheon,Kim Suyeon,김수연,션,1/28/03,Billlie,South Korea,,162,0,,,,F,,,
Gaeul,Kim Gaeul,김가을,가을,9/24/02,IVE,South Korea,,166,46,Incheon,,,F,,,
Rei,Naoi Rei,나오이 레이,레이,2/3/04,IVE,Japan,,169,47,,,,F,,,
Liz,Kim Jiwon,김지원,리즈,11/21/04,IVE,South Korea,,170,49,,,,F,,,
Leeseo,Lee Hyunseo,이현서,이서,2/21/07,IVE,South Korea,,170,48,,,,F,,,
Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,4/23/96,,Thailand,,173,0,,,H1-KEY,F,,,
Seoi,Lee Yejin,이예진,서이,2/12/00,H1-KEY,South Korea,,169,0,,,,F,,,
Riina,Lee Seunghyeon,이승현,리이나,2/21/01,H1-KEY,South Korea,,172,55,,,,F,,,
Yel,Han Shinyoung,한신영,옐,12/25/04,H1-KEY,South Korea,,172,0,,,,F,,,
Hanbin,Ngo Ngoc Hung,응오 응옥 흥,한빈,1/19/98,TEMPEST,Vietnam,,176,0,,,,M,,,
Hyungseop,Ahn Hyungseop,안형섭,형섭,8/9/99,TEMPEST,South Korea,,173,58,,HyeongseopXEuiwoong,,M,,,
Hyuk,Koo Bonhyuk,구본혁,혁,4/17/00,TEMPEST,South Korea,,0,0,,,,M,,,
Lew,Lee Euiwoong,이의웅,루,4/5/01,TEMPEST,South Korea,,170,55,,HyeongseopXEuiwoong,,M,,,
Hwarang,Son Jaewon,송재원,화랑,4/23/01,TEMPEST,South Korea,,179,61,,,,M,,,
Eunchan,Choi Byeongseop,최병섭,은찬,2/27/01,TEMPEST,South Korea,,184,0,,,,M,,,
Taerae,Kim Taerae,김태래,태래,9/5/02,TEMPEST,South Korea,,0,0,,,,M,,,
Hana,Hayase Hana,하야세 하나,하나,2/27/00,ILY:1,Japan,,165,0,,,,F,,,
Ara,Lee Yunji,이윤지,아라,1/23/02,ILY:1,South Korea,,158,0,,,,F,,,
Rona,Chang Ching,장찡,로나,6/5/02,ILY:1,Taiwan,,165,0,Taipei,,,F,,,
Ririka,Kishida Ririka,키시다 리리카,리리카,7/2/02,ILY:1,Japan,,162,0,,,,F,,,
Nayu,Kim Yewon,김예원,나유,7/23/02,ILY:1,South Korea,,0,0,,,,F,,,
Elva,Lee Yonghwa,이용화,엘바,5/5/03,ILY:1,South Korea,,0,0,,,,F,,,
Lily,Lily Jin Morrow,릴리 진 머로우,릴리,10/17/02,NMIXX,Australia,South Korea,0,0,Marysville,,,F,,,
Haewon,Oh Haewon,오해원,해원,2/25/03,NMIXX,South Korea,,0,0,,,,F,,,
Alice,Cheon Jaeyoung,천재영,앨리스,2/20/02,TRACER,South Korea,,0,0,,,,F,,,
Genie,Cho Heejin,조희진,지니,3/19/02,TRACER,South Korea,,0,0,,,,F,,,
Sowon,Nam Soeun,남소은,소원,12/13/04,TRACER,South Korea,,0,0,,,,F,,,
Yubeen,Jin Yubeen,진유빈,유빈,9/5/06,TRACER,South Korea,,0,0,,,,F,,,
Jimin,Won Jimin,원지민,지민,11/25/07,CLASS:y,South Korea,,171,0,,,,F,,,
Seonyu,Kim Seonyu,김선유,선유,3/20/08,CLASS:y,South Korea,,159,0,,,,F,,,
Hyeju,Hong Hyeju,홍혜주,혜주,12/9/03,CLASS:y,South Korea,,166,0,Seoul,,,F,,,
Riwon,Kim Riwon,김리원,리원,1/11/07,CLASS:y,South Korea,,156,0,,,,F,,,
Boeun,Park Boeun,박보은,보은,2/11/08,CLASS:y,South Korea,,155,0,,,,F,,,
Chaewon,Yoon Chaewon,윤채원,채원,6/4/03,CLASS:y,South Korea,,163,0,,,,F,,,
DK,Kim Dokyun,김도균,닥,2/16/98,BLANK2Y,South Korea,,0,0,,,,M,,,
Siwoo,Park Siwoo,박시우,시우,2/5/01,BLANK2Y,South Korea,,174,54,,,,M,,,
Mikey,Morisaki Daisuke,모리사키 다이스케,마이키,5/5/01,BLANK2Y,Japan,,176,58,Hyogo,,,M,,,
U,Sun Hengyu,쑨헝위,유,6/22/01,BLANK2Y,China,,0,0,,,,M,,,
Youngbin,Lee Youngbin,이영빈,영빈,11/23/01,BLANK2Y,South Korea,,0,0,,,,M,,,
Sungjun,Lee Sungjun,이성준,성준,6/15/02,BLANK2Y,South Korea,,0,0,,,,M,,,
Sodam,Park Sodam,박소담,박소담,11/26/04,BLANK2Y,South Korea,,0,0,,,,M,,,
Eden,Jae Won,재원,이든,3/27/98,NINE.i,South Korea,,0,0,,,,M,,,
Winnie,,,위니,11/18/98,NINE.i,Thailand,,0,0,,,,M,,,
Jewon,Woo Jewon,우제원,제원,11/28/98,NINE.i,South Korea,,170,55,,,,M,,,
Minjun,Kim Minjun,김민준,민준,2/26/99,NINE.i,South Korea,,0,0,,,,M,,,
Vahn,Kim Jungwoo,김정우,반,5/7/99,NINE.i,South Korea,,175,58,,,,M,,,
Vari,Jae Hyun,재현,베리,9/3/00,NINE.i,South Korea,,0,0,,,,M,,,
Seowon,Seo Won,서원,서원,12/18/00,NINE.i,South Korea,,0,0,,,,M,,,
Taehun,Lee Taehoon,이태훈,태훈,3/21/00,NINE.i,South Korea,,0,0,,,,M,,,
Joohyoung,Kim Joohyoung,김주형,주형,3/15/03,NINE.i,South Korea,,0,0,,,,M,,,
Jiho,Jang Jiho,장지호,지호,8/10/04,NINE.i,South Korea,,0,0,Gyeonggi,,,M,,,
Eunho,Myung Eunho,명은호,은호,3/25/01,YOUNITE,South Korea,,0,0,,,,M,,,
Steve,Lim Dohyun,임도현,스티브,3/9/02,YOUNITE,South Korea,USA,0,0,Los Angeles,,,M,,,
Hyunseung,Kim Hyunseung,김현승,현승,10/15/02,YOUNITE,South Korea,,0,0,,,,M,,,
Hyungseok,Song Hyungseok,송형석,형석,11/6/02,YOUNITE,South Korea,,0,0,,,,M,,,
Woono,Song Wonho,홍원호,우노,4/5/03,YOUNITE,South Korea,,0,0,,,,M,,,
Dey,Kim Sehyun,김세현,데이,6/11/03,YOUNITE,South Korea,,0,0,,,,M,,,
Kyungmun,Lim Kyungmun,임경문,경문,6/29/03,YOUNITE,South Korea,,0,0,,,,M,,,
Sion,Kim Sion,김시온,시온,10/19/04,YOUNITE,South Korea,,0,0,,,,M,,,
Yunjin,Huh Yunjin,허윤진,윤진,10/8/01,LE SSERAFIM,South Korea,,171,53,,,,F,,,
Kazuha,Nakamura Kazuha,나카무라 카즈하,카즈하,8/9/03,LE SSERAFIM,Japan,,174,0,Osaka,,,F,,,
Garam,Kim Garam,김가람,가람,11/16/05,LE SSERAFIM,South Korea,,170,0,,,,F,,,
Eunchae,Hong Eunchae,홍은채,은채,11/10/06,LE SSERAFIM,South Korea,,172,0,,,,F,,,
EJ,Kim Eunji,이제이,김은지,8/13/97,ALICE,South Korea,,164,47,,,,F,,,
Chaejeong,Lee Chaejeong,이채정,채정,8/26/99,ALICE,South Korea,,164,48,,,,F,,,
Via,Kim Via,김비아,비아,8/17/00,FANATICS,South Korea,,165,46,Busan,,,F,,,
Rayeon,Lee Rayeon,이나연,나연,11/24/01,FANATICS,South Korea,,167,45,Gwangju,,,F,,,
Chanty,Maria Chantal Videla,마리아 샹탈 비델라,샨티,12/15/02,Lapillus,Philippines,Argentina,170,0,Manila,,,F,,,
Shana,Nonaka Shana,노나카 샤나,샤나,3/13/03,Lapillus,Japan,,158,0,Kochi,,,F,,,
Yue,Nancy Yang,낸시 양,유에,7/3/04,Lapillus,USA,China,163,48,,,,F,,,
Bessie,Kim Susanna,김수산나,베시,7/15/04,Lapillus,South Korea,,0,0,Changwon,,,F,,,
Seowon,Jang Seowon,장서원,서원,12/5/06,Lapillus,South Korea,,0,0,Gwangju,,,F,,,
Haeun,Lim Haeun,임하은,하은,11/2/08,Lapillus,South Korea,,0,0,,,,F,,,
Hwiseo,Jo Hwihyeon,조휘현,화서,7/31/02,H1-KEY,South Korea,,168,0,,,,F,,,
Kyungjun,Woo Kyungjun,우경준,경준,8/30/02,TNX,South Korea,,0,0,,,,M,,,
Taehun,Choi Taehun,최태훈,태훈,11/19/02,TNX,South Korea,,0,0,,,,M,,,
Hyunsoo,Jang Hyunsoo,장현수,현수,9/16/03,TNX,South Korea,,0,0,,,,M,,,
Junheok,Cheon Junheok,천준혁,준혁,9/20/04,TNX,South Korea,,0,0,Hwaseong,,,M,,,
Eun Hwi,Eun Hwi,은휘,은휘,11/11/04,TNX,South Korea,,178,0,,,,M,,,
Sungjun,Oh Sungjun,오성준,성준,8/30/05,TNX,South Korea,,0,0,Dalcheon,,,M,,,
Junseok,Oh Junseok,오준석,준석,3/3/03,ATBO,South Korea,,0,0,Jeju,,,M,,,
Junmin,Ryu Junmin,류준민,준민,4/5/03,ATBO,South Korea,,0,0,,,,M,,,
Hyunjun,Bae Hyunjun,배현준,현준,6/6/03,ATBO,South Korea,,0,0,Seoul,,,M,,,
Rakwon,Seok Rakwon,석락원,락원,11/14/03,ATBO,South Korea,,0,0,,,,M,,,
Seunghwan,Jeong Seunghwan,정승환,승환,1/27/04,ATBO,South Korea,,0,0,Busan,,,M,,,
Yeonkyu,Kim Yeonkyu,김연규,연규,5/3/04,ATBO,South Korea,,0,0,Seoul,,,M,,,
Won Bin,Won Bin,원빈,원빈,7/1/04,ATBO,South Korea,,0,0,Goyang,,,M,,,
Jia,Yoon Jia,윤지아,지아,1/16/04,mimiimiii,South Korea,,166,0,Incheon,,,F,,,
Yooyeon,Kim Yooyeon,김유연,유연,2/9/01,tripleS,South Korea,,164,46,Seoul,,,F,,,
Seoyeon,Yoon Seoyeon,윤서연,서연,8/6/03,tripleS,South Korea,,0,0,,,,F,,,
Jiwoo,Lee Jiwoo,이지우,지우,10/24/05,tripleS,South Korea,,0,0,,,,F,,,
Hyerin,Jeong Hyerin,정혜린,혜린,4/12/07,tripleS,South Korea,,0,0,,,,F,,,
